id,numero_recolecta,nombre_cientifico,nombre_comun,habitat,datos_morfologicos,epoca_floracion,epoca_fructificacion,usos_tradicionales,note
931,POL-C06AFD8A-2025,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
932,POL-E4FD3CDB-2024,Astrocaryum mexicanum,Chocho,,Astrocaryum mexicanum es una especie de planta de la familia de las palmeras (Arecaceae). Astrocaryum mexicanum fue descrita por Liebm.,,,,
933,POL-E822E768-2023,Rosmarinus officinalis,Romero,,"Salvia rosmarinus,​ conocida popularmente como romero, es una hierba leñosa perenne, con follaje siempre verde y flores blancas, rosas, púrpuras o azules, perteneciente a la familia Lamiaceae, nativa de la región mediterránea. Hasta el año 2017 la especie era conocida por el nombre científico Rosmarinus officinalis, ahora un sinónimo.​​","Salvia rosmarinus,​ conocida popularmente como romero, es una hierba leñosa perenne, con follaje siempre verde y flores blancas, rosas, púrpuras o azules, perteneciente a la familia Lamiaceae, nativa de la región mediterránea.",,,
934,POL-D5336BB7-2022,Chamaedorea elegans,Palma camedor,,"Chamaedorea elegans, también conocida como camaedorea, pacaya o palmera de salón, es una especie de pequeña palmera perteneciente a la familia Arecaceae. Es muy popular como planta de interior.",,,,
935,POL-D8DF0F1B-2023,Attalea cohune,Cohune,,El corozo (Attalea cohune) es una palmera que se encuentra dentro de la familia Arecaceae.,,,,
936,POL-5BC3A330-2023,Pistia stratiotes,Lechuga de agua,,Pistia stratiotes es la única especie del género monotípico Pistia. Esta planta acuática de la familia Araceae es llamada comúnmente repollito del agua o lechuga de agua.,,,,
937,POL-545EC6EA-2025,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
938,POL-BA0AA947-2024,Eichhornia crassipes,Lirio acuático,Su abundancia cambia drásticamente las condiciones de los humedales.,"Quizás esté buscando el género Victoria de la familia de las ninfáceas. El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.","El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.",,"Es usada como planta medicinal, fertilizante de suelos y decorativa.",
939,POL-6193645A-2023,Attalea cohune,Cohune,,El corozo (Attalea cohune) es una palmera que se encuentra dentro de la familia Arecaceae.,,,,
940,POL-8FB4289D-2024,Ficus spp.,Higo,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
941,POL-5662F4EF-2024,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
942,POL-AF721111-2022,Delonix regia,Flaming,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.","Delonix regia, comúnmente llamado Chivato, Tabachín, Malinche, Árbol de Caballero, Árbol de fuego​, Ponciana Real,  flamboyant, flamboyán, Framboyán de Madagascar o Clavellino de Madagascar, entre otros nombres, es un árbol de la familia de las fabáceas. Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.","Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.",,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.",
943,POL-4F4DB29B-2022,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
944,POL-44776D38-2023,Solanum lycopersicum,Tomate,,"Solanum lycopersicum, conocida comúnmente como tomate o tomatera es una especie de planta herbácea del género Solanum de la familia Solanaceae. Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",,"Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.","Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",
945,POL-F54DB3F0-2024,Conocarpus erectus,Mangle botoncillo,"El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia. Es una de las dos especies de mangles pertenecientes al género Conocarpus.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.",,,
946,POL-6B559179-2024,Ficus spp.,Higo,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
947,POL-0AE657B7-2024,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
948,POL-6DECA3EE-2025,Sabal mexicana,Palma real,,"Sabal mexicana, llamado comúnmente palmito mexicano o palma de petate,​ es una especie de la familia de las  Arecaceae nativa de Norteamérica. Está estrechamente emparentado con Sabal guatemalensis, y las dos especies pueden ser sinónimos.​​",,,,
949,POL-CFCCEF1F-2024,Phaseolus vulgaris,Frijol,,"Phaseolus vulgaris es la especie más conocida del género Phaseolus en la familia Fabaceae. Sus semillas y, por extensión, la propia planta, reciben diversos nombres según la región; entre los más comunes están: alubia,​ judía, frijol,​ frísol,​ frejol,​ habichuela,​​ caraota,​ poroto,​​ etc.",,"Sus semillas y, por extensión, la propia planta, reciben diversos nombres según la región; entre los más comunes están: alubia,​ judía, frijol,​ frísol,​ frejol,​ habichuela,​​ caraota,​ poroto,​​ etc.",,
950,POL-45CAC4AC-2025,Chamaedorea elegans,Palma camedor,,"Chamaedorea elegans, también conocida como camaedorea, pacaya o palmera de salón, es una especie de pequeña palmera perteneciente a la familia Arecaceae. Es muy popular como planta de interior.",,,,
951,POL-AC3EBD89-2024,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
952,POL-31B9A730-2024,Roystonea regia,Palma real cubana,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo. Es también el más simbólico de los campos de Cuba,  donde es reconocido como árbol nacional.",,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo.",
953,POL-ABD69E4B-2024,Bixa orellana,Achiote,"Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo.","Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo. De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,"De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,
